Merchant,Location,City,State,Zip,Country,Vendor,VendorID,DCMSID,Product,Denomination,Currency,ProductCountry,SerialNumber,VAN16,TransDate,TransTime,Action,Sign,CardAmount,RefNo,HISTORYID,MarketingCode,ActivatorPartnerTransId,Min,Max
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,1700,MYR,MYS,7238016ef85548ef8d09c27ba14a433b,7238016ef85548ef8d09c27ba14a433b,07/17/2014,00:59:27,A,1,1700,d0d1c37f2f9649a7b7a1e2e590de0f94,d0d1c37f-2f96-49a7-b7a1-e2e590de0f94,,FI14071700001460,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,4900,MYR,MYS,e0b0d8eb8d7c45b1a890bd86d912435a,e0b0d8eb8d7c45b1a890bd86d912435a,07/17/2014,01:30:05,A,1,4900,2514d6cfe0854a07b1c133df5c3da968,2514d6cf-e085-4a07-b1c1-33df5c3da968,,FI14071700001566,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,1700,MYR,MYS,448afc95f190459cbf127209bd5e4272,448afc95f190459cbf127209bd5e4272,07/17/2014,01:31:01,A,1,1700,9fa80cf9b2c049ac9b1cbaa290104843,9fa80cf9-b2c0-49ac-9b1c-baa290104843,,FI14071700001570,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,1700,MYR,MYS,2e349e95c0ed47a084e622ebd5e78108,2e349e95c0ed47a084e622ebd5e78108,07/17/2014,03:04:25,A,1,1700,ba72f4b41d8043faa42a24a851e614d0,ba72f4b4-1d80-43fa-a42a-24a851e614d0,,FI14071700001871,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,3800,MYR,MYS,f00f6d9b63334ebcb4b3832468220da8,f00f6d9b63334ebcb4b3832468220da8,07/17/2014,03:35:51,A,1,3800,9ff88e1e56e343a5b31361582ccd2eaf,9ff88e1e-56e3-43a5-b313-61582ccd2eaf,,FI14071700001960,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,1700,MYR,MYS,504e791dc91a4d5b84263ca471c39c4c,504e791dc91a4d5b84263ca471c39c4c,07/17/2014,06:47:12,A,1,1700,12d5a2c383af4a8186a4d91dd03176a5,12d5a2c3-83af-4a81-86a4-d91dd03176a5,,FI14071700002600,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,1700,MYR,MYS,f2d58f88012b44a98354d240afef7bd3,f2d58f88012b44a98354d240afef7bd3,07/17/2014,06:47:27,A,1,1700,4edc2441c6634904ab4e0dadab58f3a1,4edc2441-c663-4904-ab4e-0dadab58f3a1,,FI14071700002602,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,4900,MYR,MYS,772f0c7af7bd480586a563cf2fbb3a59,772f0c7af7bd480586a563cf2fbb3a59,07/17/2014,06:47:45,A,1,4900,88c2fbc14727498ebb9838e3a7dae8dd,88c2fbc1-4727-498e-bb98-38e3a7dae8dd,,FI14071700002603,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,1700,MYR,MYS,911beddaf3d2426e90ac23b3a423693f,911beddaf3d2426e90ac23b3a423693f,07/17/2014,07:03:09,A,1,1700,f767c1e89963478eb33b8118e5c4715d,f767c1e8-9963-478e-b33b-8118e5c4715d,,FI14071700002674,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,1700,MYR,MYS,4b9d776360fa437aa3fc23bef4cd5a5e,4b9d776360fa437aa3fc23bef4cd5a5e,07/17/2014,07:34:33,A,1,1700,77daf547662845acb97c548d4e8d5e4c,77daf547-6628-45ac-b97c-548d4e8d5e4c,,FI14071700002801,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,3800,MYR,MYS,b6c2bf9e24674866a41e7202ce9a1614,b6c2bf9e24674866a41e7202ce9a1614,07/17/2014,07:35:11,A,1,3800,e9d7a155bbd54c1a8bb2735a7138364a,e9d7a155-bbd5-4c1a-8bb2-735a7138364a,,FI14071700002802,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,3800,MYR,MYS,753df89c49644e8ba7fae510a30998ef,753df89c49644e8ba7fae510a30998ef,07/17/2014,07:37:02,A,1,3800,25d7e86f4f264332b7663559779ccbfe,25d7e86f-4f26-4332-b766-3559779ccbfe,,FI14071700002812,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,3800,MYR,MYS,ae9ef11af4e14df49116bcb36dfa3ec2,ae9ef11af4e14df49116bcb36dfa3ec2,07/17/2014,08:25:14,A,1,3800,5d1017122b7a4062b32e586957ab86ab,5d101712-2b7a-4062-b32e-586957ab86ab,,FI14071700003051,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,3800,MYR,MYS,beb7f33720c5471282cb07198cb53e65,beb7f33720c5471282cb07198cb53e65,07/17/2014,08:35:41,A,1,3800,5b3dda6682244db896993dd8c5c1153f,5b3dda66-8224-4db8-9699-3dd8c5c1153f,,FI14071700003116,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,3800,MYR,MYS,34a0c8a0ed6f48549686b4bf412c3cd7,34a0c8a0ed6f48549686b4bf412c3cd7,07/17/2014,08:36:12,A,1,3800,68e2368e1a5047518300589de2c623ab,68e2368e-1a50-4751-8300-589de2c623ab,,FI14071700003118,570,32300
MyCard,,,,,,Facebook,,12345,FAC19MARGIN0MYR-DIGGMGMYC-001,4900,MYR,MYS,1a089634802f466f9d4ec3a7c49e791c,1a089634802f466f9d4ec3a7c49e791c,07/17/2014,08:37:11,A,1,4900,633686ce465a4de7a1f5e1a99c3195a7,633686ce-465a-4de7-a1f5-e1a99c3195a7,,FI14071700003125,570,32300
