Merchant,Location,City,State,Zip,Country,Vendor,VendorID,DCMSID,Product,Denomination,Currency,ProductCountry,SerialNumber,VAN16,TransDate,TransTime,Action,Sign,CardAmount,RefNo,HISTORYID,MarketingCode,ActivatorPartnerTransId,Min,Max
MyCard,,,,,,Facebook,,12345,FAC235MARGIN0TWD-DIGGMGMYC-001,15000,TWD,TWN,5c12bac820a9443dbc5dc7b18e2c0d64,5c12bac820a9443dbc5dc7b18e2c0d64,07/16/2014,00:00:59,A,1,15000,24d541a066674b38b33a8e3d86cd3f3f,24d541a0-6667-4b38-b33a-8e3d86cd3f3f,,FI14071600000939,300,500000
MyCard,,,,,,Facebook,,12345,FAC235MARGIN0TWD-DIGGMGMYC-001,15000,TWD,TWN,eb4f6e45290e48fdb5f5b10d96fab5b8,eb4f6e45290e48fdb5f5b10d96fab5b8,07/16/2014,00:01:30,A,1,15000,51303ea6a2cb4c87910246fc3d9c3665,51303ea6-a2cb-4c87-9102-46fc3d9c3665,,FI14071600000940,300,500000
MyCard,,,,,,Facebook,,12345,FAC20MARGIN0TWD-DIGGMGMYC-005,200000,TWD,TWN,690b9cc2d052419e8c7c649da7536ad1,690b9cc2d052419e8c7c649da7536ad1,07/16/2014,00:02:54,A,1,200000,a9a46bbc4404442aa5c3230b5ac4636c,a9a46bbc-4404-442a-a5c3-230b5ac4636c,,FS14071600001086,300,500000
MyCard,,,,,,Facebook,,12345,FAC235MARGIN0TWD-DIGGMGMYC-001,15000,TWD,TWN,6419313659a648c38ffa850dc51c7911,6419313659a648c38ffa850dc51c7911,07/16/2014,00:04:06,A,1,15000,53907369e6f0427b97536bc978cf7227,53907369-e6f0-427b-9753-6bc978cf7227,,FI14071600000941,300,500000
MyCard,,,,,,Facebook,,12345,FAC235MARGIN0TWD-DIGGMGMYC-001,15000,TWD,TWN,fe52e4da4cd0446e9e8d121fe59dd02e,fe52e4da4cd0446e9e8d121fe59dd02e,07/16/2014,00:08:07,A,1,15000,ab64b364d11e464e9737d7ebc3b0127f,ab64b364-d11e-464e-9737-d7ebc3b0127f,,FI14071600000943,300,500000
MyCard,,,,,,Facebook,,12345,FAC235MARGIN0TWD-DIGGMGMYC-001,50000,TWD,TWN,20173ee08381453f8c4beb37280387e3,20173ee08381453f8c4beb37280387e3,07/16/2014,00:08:44,A,1,50000,aacfb74a1dcd49058f8b0552641aeeb0,aacfb74a-1dcd-4905-8f8b-0552641aeeb0,,FI14071600000945,300,500000
MyCard,,,,,,Facebook,,12345,FAC24MARGIN0TWD-DIGGMGMYC-002,15000,TWD,TWN,4873d483b2ad404bac2e477df64cc8d1,4873d483b2ad404bac2e477df64cc8d1,07/16/2014,00:14:21,A,1,15000,ce88e26dfe6c4d1daf3fa9367689de37,ce88e26d-fe6c-4d1d-af3f-a9367689de37,,FI14071600000949,3000,500000
MyCard,,,,,,Facebook,,12345,FAC235MARGIN0TWD-DIGGMGMYC-001,15000,TWD,TWN,973afdda1bc444d4bdc10d9a5b00117c,973afdda1bc444d4bdc10d9a5b00117c,07/16/2014,00:14:56,A,1,15000,3a43678e9c614bcc8fe7d243174d6935,3a43678e-9c61-4bcc-8fe7-d243174d6935,,FI14071600000950,300,500000
MyCard,,,,,,Facebook,,12345,FAC235MARGIN0TWD-DIGGMGMYC-001,50000,TWD,TWN,e2a6420724534b7889f37d21471cf1b8,e2a6420724534b7889f37d21471cf1b8,07/16/2014,00:16:41,A,1,50000,908b54e9eec04215b2f5450fc3253470,908b54e9-eec0-4215-b2f5-450fc3253470,,FI14071600000952,300,500000
MyCard,,,,,,Facebook,,12345,FAC235MARGIN0TWD-DIGGMGMYC-001,50000,TWD,TWN,ef07fea2c1e84343826789179721e5d4,ef07fea2c1e84343826789179721e5d4,07/16/2014,00:17:35,A,1,50000,6c21acb18fd04419b864aaf4e6443486,6c21acb1-8fd0-4419-b864-aaf4e6443486,,FI14071600000954,300,500000
MyCard,,,,,,Facebook,,12345,FAC235MARGIN0TWD-DIGGMGMYC-001,15000,TWD,TWN,6b338464689c40b2b5cb8c62770b680b,6b338464689c40b2b5cb8c62770b680b,07/16/2014,00:19:44,A,1,15000,78e0d4d499e6481aa3d63fdfef4f1970,78e0d4d4-99e6-481a-a3d6-3fdfef4f1970,,FI14071600000958,300,500000
MyCard,,,,,,Facebook,,12345,FAC235MARGIN0TWD-DIGGMGMYC-001,50000,TWD,TWN,887247e35c3545718876bf54a8a313bb,887247e35c3545718876bf54a8a313bb,07/16/2014,00:20:22,A,1,50000,38ac0f3a0c8949e89b9ebba3de2def5a,38ac0f3a-0c89-49e8-9b9e-bba3de2def5a,,FI14071600000960,300,500000
MyCard,,,,,,Facebook,,12345,FAC235MARGIN0TWD-DIGGMGMYC-001,50000,TWD,TWN,400ad63fd05046f88327576ca1354e9c,400ad63fd05046f88327576ca1354e9c,07/16/2014,00:21:03,A,1,50000,81324524fe5149579b4394a872404d0e,81324524-fe51-4957-9b43-94a872404d0e,,FI14071600000964,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,1500,TWD,TWN,fc7e91ff4a7b40bba32a909c08f23a1d,fc7e91ff4a7b40bba32a909c08f23a1d,07/16/2014,00:21:41,A,1,1500,5f4346768f57432b8c6f3987eb7f9b3e,5f434676-8f57-432b-8c6f-3987eb7f9b3e,,FV14071600000965,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,1500,TWD,TWN,cfbcff69af4e415a87b296e50aab9569,cfbcff69af4e415a87b296e50aab9569,07/16/2014,00:21:57,A,1,1500,03daa5f497154916b337bf6cade86d17,03daa5f4-9715-4916-b337-bf6cade86d17,,FV14071600000967,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,1500,TWD,TWN,bc8230bf9047446e86c573b52c3e7fa7,bc8230bf9047446e86c573b52c3e7fa7,07/16/2014,00:22:24,A,1,1500,0749bc697a4a4572a9e1459283589b3a,0749bc69-7a4a-4572-a9e1-459283589b3a,,FI14071600000968,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,1500,TWD,TWN,99c690fd4ff34f06b6ac0bffcd748df9,99c690fd4ff34f06b6ac0bffcd748df9,07/16/2014,00:23:13,A,1,1500,ec763c97371a490fb694ffe942dd51f1,ec763c97-371a-490f-b694-ffe942dd51f1,,FI14071600000970,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,1500,TWD,TWN,f55ac4ed1dbb4d2480e978630de500aa,f55ac4ed1dbb4d2480e978630de500aa,07/16/2014,00:23:53,A,1,1500,c3c98f4007e44ed486cf9c33598390b5,c3c98f40-07e4-4ed4-86cf-9c33598390b5,,FV14071600000971,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,1500,TWD,TWN,757c9ed855a04d999bf5714ea0c58130,757c9ed855a04d999bf5714ea0c58130,07/16/2014,00:24:06,A,1,1500,e96d042d34d84b44a3ac2ffd230b6b8a,e96d042d-34d8-4b44-a3ac-2ffd230b6b8a,,FI14071600000972,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,300,TWD,TWN,ceefa88f7daa4530aeac5ac342d52441,ceefa88f7daa4530aeac5ac342d52441,07/16/2014,00:24:15,A,1,300,65073fce5f774acbaa3fa57277b7f446,65073fce-5f77-4acb-aa3f-a57277b7f446,,FV14071600000973,300,500000
MyCard,,,,,,Facebook,,12345,FAC235MARGIN0TWD-DIGGMGMYC-001,15000,TWD,TWN,9ec1ba80005b41fc97b75c551138b6f7,9ec1ba80005b41fc97b75c551138b6f7,07/16/2014,00:24:29,A,1,15000,d53bd4e1579349cf81c0afb16cbc7263,d53bd4e1-5793-49cf-81c0-afb16cbc7263,,FI14071600000974,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,300,TWD,TWN,fbbb26d8c3dd40d8b1f1160a96c2aed9,fbbb26d8c3dd40d8b1f1160a96c2aed9,07/16/2014,00:24:36,A,1,300,e964ec2c542643aca802d3d56b721485,e964ec2c-5426-43ac-a802-d3d56b721485,,FV14071600000975,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,1500,TWD,TWN,89a64d2a40704ccdbde828f058739b89,89a64d2a40704ccdbde828f058739b89,07/16/2014,00:25:13,A,1,1500,f7abfbb2fd9449f4b51e86c9c10ae928,f7abfbb2-fd94-49f4-b51e-86c9c10ae928,,FV14071600000977,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,1500,TWD,TWN,9e19fef16dbf443ea3a6ebfb7df0ada1,9e19fef16dbf443ea3a6ebfb7df0ada1,07/16/2014,00:25:37,A,1,1500,a7ef3f37323145e3a7fafb68c312e76e,a7ef3f37-3231-45e3-a7fa-fb68c312e76e,,FV14071600000979,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,1500,TWD,TWN,2dc44228e1ac4c658446afec502f999b,2dc44228e1ac4c658446afec502f999b,07/16/2014,00:25:50,A,1,1500,03d0af1d2e6241309825991e53881eb6,03d0af1d-2e62-4130-9825-991e53881eb6,,FV14071600000980,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,1500,TWD,TWN,badc708adb5d4eb38cdd03ae7c0a5967,badc708adb5d4eb38cdd03ae7c0a5967,07/16/2014,00:26:02,A,1,1500,f2c85ece8730456db530b0ddac2e3060,f2c85ece-8730-456d-b530-b0ddac2e3060,,FV14071600000981,300,500000
MyCard,,,,,,Facebook,,12345,FAC235MARGIN0TWD-DIGGMGMYC-001,15000,TWD,TWN,dbafae4da3c34dd8a5f6aa46e6eff926,dbafae4da3c34dd8a5f6aa46e6eff926,07/16/2014,00:26:09,A,1,15000,625a3b8f4d044b52978e1bb7fd87724b,625a3b8f-4d04-4b52-978e-1bb7fd87724b,,FI14071600000983,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,1500,TWD,TWN,303c8e39ece44a7d89794df90076c238,303c8e39ece44a7d89794df90076c238,07/16/2014,00:28:23,A,1,1500,65b5612c30b34cf5a57be7c868562f15,65b5612c-30b3-4cf5-a57b-e7c868562f15,,FI14071600000986,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,1500,TWD,TWN,5fcb29f6270544f89f29efd6324b67e7,5fcb29f6270544f89f29efd6324b67e7,07/16/2014,00:28:58,A,1,1500,08184ef5870743abb71787556484e932,08184ef5-8707-43ab-b717-87556484e932,,FI14071600000989,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,15000,TWD,TWN,158def35d6664be4b97aa4a9304f9a5b,158def35d6664be4b97aa4a9304f9a5b,07/16/2014,00:29:54,A,1,15000,a749a137f80d481ca0485a085af15f4e,a749a137-f80d-481c-a048-5a085af15f4e,,FI14071600000993,300,500000
MyCard,,,,,,Facebook,,12345,FAC235MARGIN0TWD-DIGGMGMYC-001,15000,TWD,TWN,924dc3f10b71480d8696f0d171839a42,924dc3f10b71480d8696f0d171839a42,07/16/2014,00:31:07,A,1,15000,eee24f98e78b4d7fbd88f02c6ccacd2e,eee24f98-e78b-4d7f-bd88-f02c6ccacd2e,,FI14071600000994,300,500000
MyCard,,,,,,Facebook,,12345,FAC25MARGIN0TWD-DIGGMGMYC-003,1500,TWD,TWN,0edf88021e48478eaf9a3f66c3a48e85,0edf88021e48478eaf9a3f66c3a48e85,07/16/2014,00:32:51,A,1,1500,84c6e756d7614a37ace87a0c735a958d,84c6e756-d761-4a37-ace8-7a0c735a958d,,FI14071600000997,300,500000
